-0.000583378 0 0.972374 -6.62 20.86 12.4022 

0.000473097 0.00992528 -4.56379 108.407 59.28 -27.6193 

0.000377656 -0.163061 17.6919 -528.567 60 -27.5 

-0.000742611 0.261599 -29.0184 1015.85 100.41 25.3365 

0.000115381 -0.0357957 3.78678 -155.763 149.99 -3.73559 

0.000146274 -0.0819488 14.6663 -846.027 150 -3.74 

1.69315e-005 -0.00618211 -0.128916 132.931 209.99 -9.97 

7.67409e-005 -0.0528315 11.5512 -796.614 210 -9.97 

0.000109068 -0.0809509 19.877 -1608.91 269.99 3.33498 

-4.67165e-005 0.0304462 -5.20383 101.69 299.99 19.3462 

-0.00019998 0.19158 -59.7521 6063.48 304.84 20.9029 

-0.000333364 0.33643 -112.105 12315.7 345.69 16.8482 

0.00021677 -0.210509 65.6701 -6478.83 389.99 -27.2652 

0.000327765 -0.426597 182.614 -25749.5 393 -28.3363 

0.000156615 -0.183721 69.9825 -8567.65 446.22 -10.3014 

-0.000366818 0.467496 -196.47 27177.3 479.81 15.7585 

0.00011288 -0.101825 18.1871 2231.27 509.99 -4.29142 

1.52969e-005 -0.0942863 86.9282 -21834.4 510 -4.29 

-8.48089e-005 0.206896 -150.407 34221.7 540.19 21.7125 

0.000237642 -0.468241 304.866 -65656 570 4.07 

-0.000300204 0.580852 -371.977 78895.9 604.08 29.5127 

0.000204657 -0.400267 262.669 -57814.3 630 25.37 

-0.000481015 0.947456 -619.613 134494 681.73 32.1714 

0.000123847 -0.208118 109.237 -17000.4 719.99 -12.7137 

0.000463776 -1.06115 807.689 -204528 724.07 -14.3389 

-0.000149322 0.353625 -278.612 73041 751.29 -0.360157 

-0.000158711 0.367172 -282.161 72006.3 809.99 12.032 

-0.000233613 0.586174 -489.925 136390 810 12.03 

0.000380199 -0.955571 799.22 -222433 869.71 -21.5823 

1.70685e-006 -0.0412025 68.0421 -29112.9 870 -21.53 

0.000147418 -0.361436 290.774 -76397 926.92 -7.24343 

4.15827e-005 -0.165877 202.835 -78610.4 930 -5.86 

-0.000785601 2.30865 -2259.85 736824 967.29 30.8177 

0.000486007 -1.41885 1378.87 -446050 1019.99 -22.549 

0.000357871 -1.16341 1257.5 -451988 1020 -22.55 

-0.000773786 2.47354 -2635.42 935863 1061.96 9.72746 

0.000720608 -2.30125 2446.49 -865788 1106.63 -30.0541 

7.17255e-005 -0.337224 486.261 -222321 1110 -28.69 

-0.000441213 1.60087 -1930.93 774416 1144.6 26.7621 

-6.65015e-005 0.181206 -148.293 31947.2 1198.09 18.4601 

0.000194627 -0.642457 699.511 -250607 1229.99 -8.14067 

0.000354291 -1.38305 1796.83 -776971 1230 -8.14 

-0.000860308 3.2958 -4206.91 1.78922e+006 1271.82 32.3547 

0.000667313 -2.5489 3243.47 -1.37498e+006 1317.74 -11.1458 

-0.000221908 0.785099 -909.152 342516 1349.98 26.7419 

-0.000452644 1.94684 -2784.49 1.32459e+006 1350 26.74 

0.000548781 -2.34485 3336.58 -1.58117e+006 1388.74 -29.1047 

-5.80371e-005 0.268997 -414.883 212908 1410 -25.29 

0.000308552 -1.35122 1970.88 -957481 1440 -28.99 

-0.000117282 0.507721 -732.172 351724 1499.99 9.92476 

-0.000286831 1.31079 -1995.87 1.01258e+006 1506.17 12.4349 

0.000320163 -1.46378 2231.07 -1.13368e+006 1555.18 9.06553 

-0.000607895 2.81037 -4327.48 2.21937e+006 1584.43 26.8318 

0.000164009 -0.69303 956.921 -428741 1619.99 -29.5441 

0.000450749 -2.29469 3887.57 -2.19202e+006 1622.41 -30.3812 

-0.000350707 1.79948 -3076.05 1.75182e+006 1653.69 -2.18851 

0.000331708 -1.70373 2915.97 -1.66305e+006 1681.57 -13.6769 

-0.000511681 2.62699 -4495.47 2.56419e+006 1732.47 2.55407 

0.000596867 -3.07166 5265.52 -3.00655e+006 1766.14 -24.0448 

-0.000112083 0.49746 -704.338 309737 1799.99 28.3249 

-0.000807053 4.46588 -8234.51 5.05939e+006 1802.07 28.9343 

0.000925481 -5.11605 9425.73 -5.78775e+006 1851.45 -28.7904 

0.000144758 -0.855889 1682.57 -1.10002e+006 1860 -25.14 

-0.000803402 4.5904 -8741.2 5.54746e+006 1907.19 28.509 
